epoch,time,train/loss,train/top1,train/top5,train/grad_norm,val/loss,metrics/accuracy_top1,metrics/accuracy_top5,lr/pg0
1,7294.1,2.004831,65.3499,87.4688,10.287867,1.632036,75.3387,93.7693,0.0004
2,6751.9,1.583571,76.5307,94.8385,9.295229,1.467737,79.9207,96.0648,0.00039961
3,6789.1,1.459436,80.1338,96.3524,8.693108,1.443506,80.3343,96.3059,0.00039842
